name,size,mark,price,value,date,type
LITEONIT LMT-128M3M,119.2 GB,2736,NA,NA,Dec 2014,SSD
LITEONIT LMT-128M3M mSATA 128GB,119.2 GB,2731,NA,NA,Oct 2014,SSD
LITEONIT LMT-128M6M,119.2 GB,3312,NA,NA,Jan 2013,SSD
LITEONIT LMT-128M6M mSAT,119.2 GB,3314,NA,NA,Jul 2013,SSD
LITEONIT LMT-128M6M mSATA 128GB,119.2 GB,3354,NA,NA,Aug 2013,SSD
LITEONIT LMT-128M6M-HP,119.2 GB,3215,NA,NA,Jan 2014,SSD
LITEONIT LMT-19nmBGA-128G,119.2 GB,3227,NA,NA,Jul 2013,SSD
LITEONIT LMT-19nmBGA-128G-DS,119.2 GB,3282,NA,NA,Nov 2013,SSD
LITEONIT LMT-19nmBGA-256G-DS,238.5 GB,3710,NA,NA,Dec 2013,SSD
LITEONIT LMT-19nmBGA-64G,59.6 GB,2786,NA,NA,Mar 2013,SSD
LITEONIT LMT-19nmBGA-64G-DS,59.6 GB,2662,NA,NA,Oct 2013,SSD
LITEONIT LMT-256,238.5 GB,3914,NA,NA,Mar 2013,SSD
LITEONIT LMT-256L9M-11 MM,238.5 GB,3969,NA,NA,Sep 2014,SSD
LITEONIT LMT-256L9M-11 MSATA 256GB,238.5 GB,3686,NA,NA,May 2014,SSD
LITEONIT LMT-256L9M-41 MSATA 256GB SED,238.5 GB,4163,NA,NA,Oct 2017,SSD
LITEONIT LMT-256M3M mSATA 256GB,238.5 GB,3407,NA,NA,May 2013,SSD
LITEONIT LMT-256M6M,238.5 GB,3529,NA,NA,Jul 2013,SSD
LITEONIT LMT-256M6M mSAT,238.5 GB,3351,NA,NA,Jul 2013,SSD
LITEONIT LMT-256M6M mSATA 256GB,238.5 GB,3582,NA,NA,Jun 2013,SSD
LITEONIT LMT-256M6M mSATT,238.5 GB,3646,NA,NA,Apr 2014,SSD
LITEONIT LMT-256M6M-41 mm,238.5 GB,4007,NA,NA,Jun 2014,SSD
LITEONIT LMT-256M6M-41 mSATA 256GB SED,238.5 GB,3494,NA,NA,Apr 2014,SSD
LITEONIT LMT-256M6M-HP,238.5 GB,3354,NA,NA,Mar 2014,SSD
LITEONIT LMT-32L3M-HP,29.8 GB,1689,NA,NA,Feb 2013,SSD
LITEONIT LMT-512L9M-11 MM,476.9 GB,4226,NA,NA,Oct 2014,SSD
LITEONIT LMT-512L9M-11 MSATA 512GB,476.9 GB,3785,NA,NA,Aug 2014,SSD
LITEONIT LMT-64M6M mSATA,59.6 GB,2944,NA,NA,Jul 2013,SSD
LITEONIT LMT-64M6M mSATA 64GB,59.6 GB,2696,NA,NA,Jan 2014,SSD
LITEONIT LMT-64M6M-HP,59.6 GB,2494,NA,NA,Jan 2014,SSD
LITEONIT LSS-32L6G-HP,29.8 GB,1601,NA,NA,Feb 2018,SSD
LITEONIT S100-064,59.6 GB,2633,NA,NA,Aug 2014,SSD
LITEONIT S200 256GB LCM-256M3S,238.5 GB,3561,NA,NA,Dec 2012,SSD
LZT-256,238.5 GB,2828,NA,NA,Nov 2012,SSD
M.2 PCIE G3X4 NVMe,476.9 GB,18063,NA,NA,Dec 2018,SSD
M200-240GB,223.6 GB,2586,NA,NA,Mar 2017,SSD
M4-CT032M4SSD3,29.8 GB,1616,NA,NA,Dec 2012,SSD
M4-CT064 M4-CT064M4SSD2,59.6 GB,1847,NA,NA,Aug 2013,SSD
M4-CT064 M4SSD2,59.6 GB,1450,NA,NA,Oct 2012,SSD
M4-CT064M4SSD1,59.6 GB,1507,NA,NA,Jan 2013,SSD
M4-CT064M4SSD2,59.6 GB,1725,$72.99*,23.63,May 2011,SSD
M4-CT064M4SSD3,59.6 GB,1778,NA,NA,Nov 2012,SSD
M4-CT128 M4-CT128M4SSD1,119.2 GB,2484,NA,NA,Nov 2013,SSD
M4-CT128 M4-CT128M4SSD2,119.2 GB,2310,NA,NA,Jul 2013,SSD
M4-CT128 M4-CT128M4SSD3,119.2 GB,1976,NA,NA,Jun 2013,SSD
M4-CT128 M4SSD1,119.2 GB,2042,NA,NA,Dec 2012,SSD
M4-CT128M4SSD2,60 GB,2888,NA,NA,Nov 2013,SSD
M4-CT128M4SSD3,119.2 GB,2429,NA,NA,Jan 2013,SSD
M4-CT256 M4-CT256M4SSD2,238.5 GB,2527,NA,NA,Jul 2013,SSD
M4-CT256 M4SSD1,238.5 GB,2434,NA,NA,Jan 2013,SSD
M4-CT256 M4SSD2,238.5 GB,2454,NA,NA,Nov 2012,SSD
M4-CT256M4SSD1,238.5 GB,2249,$199.99*,11.25,Mar 2012,SSD
M4-CT256M4SSD2,238.5 GB,2164,$179.87*,12.03,May 2011,SSD
M4-CT256M4SSD3,238.5 GB,2014,NA,NA,Sep 2012,SSD
M4-CT512 M4-CT512M4SSD2,476.9 GB,2816,NA,NA,Sep 2013,SSD
M4-CT512 M4SSD1,476.9 GB,2286,NA,NA,Jan 2014,SSD
M4-CT512 M4SSD2,476.9 GB,2547,NA,NA,Nov 2012,SSD
M4-CT512M4SSD1,476.9 GB,2532,NA,NA,Dec 2012,SSD
M4-CT512M4SSD2,476.9 GB,2412,$396.76*,6.08,May 2011,SSD
Mach Xtreme Tech MXSSD3MDSTP-120G,111.8 GB,2459,NA,NA,Apr 2013,SSD
MARSHAL MAL2250SA-T72,232.9 GB,517,NA,NA,May 2015,HDD
MARSHAL MAL2500SA-T54,465.8 GB,556,NA,NA,Jul 2013,HDD
MARSHAL MAL2750SA-T54,698.6 GB,638,NA,NA,Jan 2015,HDD
MARVELL HyperDuo 0,1.9 TB,2049,NA,NA,May 2014,HDD
Maxtor 2B020H1,19 GB,217,NA,NA,Feb 2009,Unknown
Maxtor 2F020J0,19.4 GB,174,NA,NA,May 2009,HDD
Maxtor 2F030J0,9.8 GB,210,NA,NA,Mar 2009,HDD
Maxtor 2F030J1,28.6 GB,158,NA,NA,Mar 2013,HDD
Maxtor 2F040J0,38.3 GB,245,NA,NA,Apr 2009,Unknown
Maxtor 2F040L0,38.3 GB,254,NA,NA,Feb 2009,Unknown
Maxtor 32049H2,19.1 GB,170,NA,NA,Mar 2009,Unknown
Maxtor 4D040H2,38.2 GB,196,NA,NA,Mar 2009,HDD
Maxtor 4D060H3,41 GB,192,NA,NA,Feb 2009,HDD
Maxtor 4D080H4,76.3 GB,203,NA,NA,Mar 2013,HDD
Maxtor 4D080H4,28 GB,196,NA,NA,Jan 2009,HDD
Maxtor 4G120J6,114.5 GB,232,NA,NA,May 2009,Unknown
MAXTOR 4K040H2,37.3 GB,187,NA,NA,Mar 2009,Unknown
Maxtor 4R060J0,14.8 GB,226,NA,NA,Mar 2009,HDD
Maxtor 4R080J0,76.3 GB,235,NA,NA,Mar 2009,HDD
Maxtor 4R080L0,76.3 GB,280,$19.50*,14.36,Feb 2009,Unknown
Maxtor 4R120L0,113 GB,291,$16.99*,17.13,Mar 2009,Unknown
Maxtor 4R160L0,152.7 GB,234,$39.00*,6.00,Mar 2009,Unknown
Maxtor 5A250J0,233.6 GB,265,NA,NA,Feb 2009,HDD
Maxtor 5A320J0,301.7 GB,302,NA,NA,Mar 2009,Unknown
Maxtor 5T020H2,19.1 GB,171,NA,NA,May 2009,HDD
Maxtor 5T040H4,38.2 GB,189,NA,NA,Mar 2009,HDD
Maxtor 6,76.3 GB,354,NA,NA,Nov 2012,HDD
Maxtor 6 B250S0,232.9 GB,406,NA,NA,Nov 2012,HDD
Maxtor 6 E030L0,28.6 GB,368,NA,NA,Apr 2014,HDD
Maxtor 6 G160E0,149 GB,348,NA,NA,Oct 2012,HDD
Maxtor 6 L080M0,74.5 GB,367,NA,NA,Mar 2013,HDD
Maxtor 6 L160M0,152.7 GB,400,NA,NA,Nov 2012,HDD
Maxtor 6 L200M0,189.9 GB,359,NA,NA,Jan 2013,HDD
Maxtor 6 L200S0,189.9 GB,360,NA,NA,Jan 2013,HDD
Maxtor 6 L300S0,279.5 GB,390,NA,NA,Mar 2013,HDD
Maxtor 6 V080E0,76.3 GB,336,NA,NA,Dec 2012,HDD
Maxtor 6 V160E0,149 GB,376,NA,NA,Dec 2012,HDD
Maxtor 6 V200E0,186.3 GB,397,NA,NA,Dec 2012,HDD
Maxtor 6 V250F0,233.8 GB,422,NA,NA,May 2013,HDD
Maxtor 6 V300F0,279.5 GB,430,NA,NA,Nov 2012,HDD
Maxtor 6 V320F0,298.1 GB,404,NA,NA,Apr 2014,HDD
Maxtor 6 Y080M0,74.5 GB,327,NA,NA,Oct 2012,HDD
Maxtor 6 Y120M0,114.5 GB,330,NA,NA,Mar 2013,HDD
Maxtor 6 Y160M0,149 GB,287,NA,NA,Jun 2014,HDD
Maxtor 6B120P0,114.5 GB,325,NA,NA,Mar 2009,HDD
Maxtor 6B160M0,152.7 GB,284,NA,NA,Apr 2009,Unknown
Maxtor 6B160P0,152.7 GB,302,NA,NA,Jun 2013,HDD
Maxtor 6B160P0,20 GB,313,NA,NA,Mar 2009,HDD
Maxtor 6B200M0,48.8 GB,354,$39.95*,8.86,Jan 2009,Unknown
Maxtor 6B200P0,29.3 GB,351,NA,NA,Mar 2009,HDD
Maxtor 6B200P0,189.9 GB,346,NA,NA,Dec 2012,HDD
Maxtor 6B200S0,232.9 GB,304,NA,NA,Mar 2009,HDD
Maxtor 6B250R0,39.1 GB,299,NA,NA,Mar 2009,HDD
Maxtor 6B250R0,233.8 GB,352,NA,NA,Feb 2013,HDD
Maxtor 6B250S0,125.9 GB,341,NA,NA,Mar 2009,HDD
Maxtor 6B250S0,232.9 GB,386,NA,NA,Apr 2013,HDD
Maxtor 6B300R0,279.5 GB,374,NA,NA,Dec 2012,HDD
Maxtor 6B300R0,31.5 GB,344,NA,NA,Mar 2009,HDD
Maxtor 6B300S0,279.5 GB,375,$106.00*,3.54,Mar 2009,HDD
Maxtor 6E020L0,18.6 GB,239,NA,NA,Apr 2009,HDD
Maxtor 6E030L0,9.8 GB,285,NA,NA,Jan 2009,Unknown
Maxtor 6E040L0,6.8 GB,321,$39.50*,8.13,Dec 2008,Unknown
Maxtor 6E040T0,38.3 GB,337,NA,NA,Feb 2009,Unknown
Maxtor 6G160E0,149 GB,376,NA,NA,Dec 2012,HDD
Maxtor 6G160E0,76.7 GB,390,NA,NA,Dec 2008,HDD
Maxtor 6G160P0,14.6 GB,358,NA,NA,Dec 2008,HDD
Maxtor 6G160P0,149 GB,362,NA,NA,Mar 2013,HDD
Maxtor 6H400F0,372.6 GB,383,NA,NA,Mar 2013,HDD
Maxtor 6H500F0,465.8 GB,411,$95.40*,4.31,Mar 2009,HDD
Maxtor 6K040L0,38.3 GB,297,NA,NA,Mar 2009,Unknown
MAXTOR 6L020J1,19.1 GB,222,NA,NA,Jan 2009,Unknown
MAXTOR 6L040J2,37.3 GB,218,NA,NA,Nov 2008,Unknown
MAXTOR 6L040L2,19.5 GB,225,NA,NA,Mar 2009,HDD
MAXTOR 6L060J3,55.9 GB,214,NA,NA,Mar 2009,Unknown
MAXTOR 6L080J4,48.8 GB,210,NA,NA,Jan 2009,HDD
MAXTOR 6L080J4,74.6 GB,214,NA,NA,Dec 2012,HDD
Maxtor 6L080L0,56.8 GB,295,NA,NA,Dec 2008,Unknown
MAXTOR 6L080L4,74.6 GB,186,NA,NA,Feb 2009,Unknown
Maxtor 6L080M0,74.5 GB,306,NA,NA,Nov 2008,HDD
Maxtor 6L080P0,76.3 GB,324,$162.50*,1.99,Jan 2009,Unknown
Maxtor 6L100M0,93.4 GB,352,NA,NA,Dec 2008,Unknown
Maxtor 6L100P0,93.4 GB,345,NA,NA,Mar 2009,Unknown
Maxtor 6L120M0,114.5 GB,351,NA,NA,Mar 2009,Unknown
Maxtor 6L120P0,45 GB,316,NA,NA,Mar 2009,HDD
Maxtor 6L120P0,114.5 GB,302,NA,NA,Dec 2012,HDD
Maxtor 6L160M0,76.6 GB,373,NA,NA,Nov 2008,Unknown
Maxtor 6L160P0,135.8 GB,351,NA,NA,Dec 2008,Unknown
Maxtor 6L200M0,189.9 GB,367,NA,NA,Dec 2008,Unknown
Maxtor 6L200P0,39.1 GB,302,NA,NA,Nov 2008,Unknown
Maxtor 6L200R0,189.9 GB,295,NA,NA,Mar 2009,Unknown
Maxtor 6L200S0,189.9 GB,317,NA,NA,Mar 2009,Unknown
Maxtor 6L250M0,233.8 GB,378,NA,NA,Feb 2013,HDD
Maxtor 6L250R0,233.8 GB,349,$23.99,14.55,Dec 2008,Unknown
Maxtor 6L250S0,232.9 GB,360,NA,NA,Feb 2009,HDD
Maxtor 6L300R0,279.5 GB,345,NA,NA,Jan 2013,HDD
Maxtor 6L300R0,125.5 GB,343,NA,NA,Dec 2008,HDD
Maxtor 6L300S0,139.7 GB,384,$52.00*,7.38,Feb 2009,Unknown
Maxtor 6N040T0,37.3 GB,333,NA,NA,Mar 2009,Unknown
Maxtor 6V080E0,29.3 GB,397,NA,NA,Dec 2008,Unknown
Maxtor 6V160E0,149 GB,391,NA,NA,Dec 2008,HDD
Maxtor 6V200E0,48.8 GB,406,NA,NA,Dec 2008,HDD
Maxtor 6V200E0,189.9 GB,388,NA,NA,Nov 2012,HDD
Maxtor 6V250F0,78.1 GB,402,NA,NA,Dec 2008,Unknown
Maxtor 6V300F0,19.5 GB,420,NA,NA,Dec 2008,Unknown
Maxtor 6V320F0,44.2 GB,378,NA,NA,Dec 2008,Unknown
Maxtor 6Y060L0,19.1 GB,299,NA,NA,Mar 2009,Unknown
Maxtor 6Y060P0,57.3 GB,309,NA,NA,Jun 2009,Unknown
Maxtor 6Y080L0,76.3 GB,310,NA,NA,Dec 2008,HDD
Maxtor 6Y080M0,74.5 GB,327,NA,NA,Dec 2008,HDD
Maxtor 6Y080P0,76.3 GB,329,NA,NA,Feb 2009,Unknown
Maxtor 6Y120L0,114.5 GB,317,$43.95*,7.21,Nov 2008,Unknown
Maxtor 6Y120M0,114.5 GB,356,NA,NA,Mar 2009,Unknown
Maxtor 6Y120P0,114.5 GB,314,NA,NA,Feb 2009,HDD
Maxtor 6Y160L0,150.2 GB,326,NA,NA,Mar 2009,HDD
Maxtor 6Y160M0,152.7 GB,339,NA,NA,Feb 2009,Unknown
Maxtor 6Y160P0,29.3 GB,325,NA,NA,Dec 2008,Unknown
Maxtor 6Y200M0,189.9 GB,371,NA,NA,Dec 2008,Unknown
Maxtor 6Y200P0,189.9 GB,279,NA,NA,Dec 2008,Unknown
Maxtor 6Y250M0,97.7 GB,339,NA,NA,Mar 2009,HDD
Maxtor 6Y250P0,233.7 GB,354,NA,NA,Feb 2009,Unknown
Maxtor 7 H500F0,465.8 GB,366,NA,NA,Jan 2014,HDD
Maxtor 7 L250S0,233.8 GB,335,NA,NA,Oct 2012,HDD
Maxtor 7 Y250M0,233.8 GB,366,NA,NA,Nov 2012,HDD
Maxtor 7B300S0,279.5 GB,283,NA,NA,Dec 2012,HDD
Maxtor 7B320S0,298.1 GB,426,NA,NA,May 2014,HDD
Maxtor 7H500F0,465.8 GB,449,NA,NA,Mar 2013,HDD
Maxtor 7H500F0,97.5 GB,401,NA,NA,Mar 2009,HDD
Maxtor 7L250R0,233.8 GB,303,NA,NA,Jan 2013,HDD
Maxtor 7L250R0,14.6 GB,367,NA,NA,May 2009,HDD
Maxtor 7L250S0,224.6 GB,363,$65.00*,5.58,Feb 2009,Unknown
Maxtor 7L300S0,279.5 GB,392,NA,NA,Mar 2009,HDD
Maxtor 7L320S0,301.7 GB,362,NA,NA,Jan 2013,HDD
Maxtor 7L320S0,97.7 GB,428,NA,NA,Mar 2009,HDD
Maxtor 7V250F0,233.8 GB,387,NA,NA,Dec 2008,Unknown
Maxtor 7V300F0,279.5 GB,388,NA,NA,Dec 2008,Unknown
Maxtor 7Y250M0,233.8 GB,347,$129.00*,2.69,Dec 2008,Unknown
Maxtor 7Y250P0,229.7 GB,355,NA,NA,Mar 2009,Unknown
MAXTOR ATLAS10K5 073SAS,68.4 GB,411,NA,NA,Mar 2013,HDD
MAXTOR S TM380811AS,74.5 GB,418,NA,NA,Jul 2013,HDD
MAXTOR S TM380815AS,74.5 GB,323,NA,NA,Oct 2013,HDD
MAXTOR STM31000333AS,931.5 GB,637,NA,NA,Mar 2009,HDD
MAXTOR STM31000340AS,931.5 GB,544,NA,NA,Feb 2009,Unknown
MAXTOR STM3120814A,111.8 GB,303,NA,NA,Mar 2009,HDD
MAXTOR STM3160211AS,149.1 GB,378,NA,NA,Dec 2008,HDD
MAXTOR STM3160212A,149 GB,399,NA,NA,Jan 2009,Unknown
MAXTOR STM3160215A,149 GB,357,NA,NA,Feb 2009,HDD
MAXTOR STM3160215AS,149 GB,420,NA,NA,Dec 2008,HDD
MAXTOR STM3160811AS,149 GB,405,NA,NA,Dec 2008,Unknown
MAXTOR STM3160812A,77.1 GB,355,NA,NA,Dec 2008,HDD
MAXTOR STM3160812A,149 GB,386,NA,NA,Jan 2013,HDD
MAXTOR STM3160812AS,149 GB,411,NA,NA,Mar 2009,Unknown
MAXTOR STM3160813AS,149 GB,638,NA,NA,Mar 2009,HDD
MAXTOR STM3160815A,149 GB,363,NA,NA,May 2009,HDD
MAXTOR STM3160815AS,19.5 GB,415,NA,NA,Jan 2009,Unknown
MAXTOR STM3200820A,186.3 GB,389,NA,NA,Feb 2009,Unknown
MAXTOR STM3200820AS,186.3 GB,415,NA,NA,Dec 2008,Unknown
MAXTOR STM325031,232.8 GB,508,NA,NA,Dec 2013,HDD
MAXTOR STM3250310AS,232.9 GB,541,NA,NA,Nov 2008,HDD
MAXTOR STM3250620A,97.7 GB,374,NA,NA,Mar 2009,Unknown
MAXTOR STM3250820A,232.9 GB,369,NA,NA,Jan 2009,Unknown
MAXTOR STM3250820AS,232.9 GB,438,NA,NA,Nov 2008,HDD
MAXTOR STM3320613AS,298.1 GB,663,NA,NA,Dec 2008,HDD
MAXTOR STM3320620A,48.8 GB,367,NA,NA,Feb 2009,HDD
MAXTOR STM3320620A,298.1 GB,447,NA,NA,Jun 2013,HDD
MAXTOR STM3320620AS,298.1 GB,467,NA,NA,Nov 2008,HDD
MAXTOR STM3320820A,298.1 GB,395,NA,NA,Mar 2009,Unknown
MAXTOR STM3320820AS,298.1 GB,442,NA,NA,Nov 2008,HDD
MAXTOR STM3500320AS,465.8 GB,602,NA,NA,Nov 2008,HDD
MAXTOR STM3500630A,465.8 GB,394,NA,NA,Mar 2009,Unknown
MAXTOR STM3500630AS,465.8 GB,452,NA,NA,Feb 2009,HDD
MAXTOR STM3750330AS,54.2 GB,573,NA,NA,Mar 2009,HDD
MAXTOR STM3750330AS,698.6 GB,596,NA,NA,Mar 2013,HDD
MAXTOR STM3802110A,74.5 GB,347,NA,NA,Dec 2008,Unknown
MAXTOR STM380211AS,74.5 GB,384,NA,NA,Dec 2008,Unknown
MAXTOR STM380215A,74.5 GB,373,NA,NA,Feb 2009,Unknown
MAXTOR STM380215AS,74.5 GB,386,NA,NA,Feb 2009,HDD
MAXTOR STM380811AS,40.3 GB,360,NA,NA,Mar 2009,HDD
MAXTOR STM380811AS,74.5 GB,385,NA,NA,Nov 2012,HDD
MAXTOR STM380815AS,74.5 GB,440,NA,NA,Apr 2009,Unknown
MB0500EAMZD,465.8 GB,678,NA,NA,Apr 2014,HDD
MB0500EBNCR,465.8 GB,797,NA,NA,Oct 2012,HDD
MB0500EBZQA,465.8 GB,839,NA,NA,Jun 2015,HDD
MB0500GCEHE,465.8 GB,882,NA,NA,Jun 2014,HDD
MB0500GCEHF,465.8 GB,972,NA,NA,Apr 2015,HDD
MB1000CBZQE,931.5 GB,709,NA,NA,Feb 2014,HDD
MB1000EBNCF,931.5 GB,849,NA,NA,Nov 2014,HDD
MB1000EBZQB,931.5 GB,812,NA,NA,May 2013,HDD
MB1000GCEEK,931.5 GB,874,NA,NA,Jan 2014,HDD
MB1000GCWCV,931.5 GB,1146,NA,NA,Jul 2016,HDD
MB2000EAMZF,1.8 TB,860,NA,NA,Jun 2016,HDD
MB2000EBUCF,1.8 TB,911,NA,NA,Feb 2017,HDD
MB2000EBZQC,1.8 TB,891,NA,NA,Jan 2014,HDD
MD01600-AVDW-RO,149 GB,539,NA,NA,Sep 2013,HDD
MD01600-BQDW-RO,149 GB,629,NA,NA,Jan 2013,HDD
MD02500-BQDW-RO,232.9 GB,669,NA,NA,Oct 2014,HDD
MD05000-ALDW-RO,465.8 GB,657,NA,NA,Jul 2013,HDD
MD05000-BQDW-RO,465.8 GB,740,NA,NA,Aug 2009,Unknown
MD05000-BSDW-RO,465.8 GB,696,NA,NA,Mar 2013,HDD
MD06400-NVDW-RO,621.3 GB,475,NA,NA,Mar 2014,HDD
MD07500-BLDW-RO,698.6 GB,680,NA,NA,Feb 2013,HDD
MD07500-NSDW-RO,698.6 GB,438,NA,NA,Apr 2013,HDD
MD10000-ALDW-RO,931.5 GB,525,NA,NA,Apr 2013,HDD
MD10000-BLDW-RO,931.5 GB,652,NA,NA,Oct 2013,HDD
MD10000-NSDW-RO,931.5 GB,507,NA,NA,Dec 2012,HDD
MD160GSATA-VR,149 GB,861,NA,NA,Dec 2016,HDD
MD1TBLSSHD,931.5 GB,605,NA,NA,Oct 2017,HDD
MD300,59 GB,2611,NA,NA,Jul 2017,SSD
MD300 240G,223.6 GB,2304,NA,NA,Jul 2017,SSD
MDT MD6400AAKS-00A7B0,596.2 GB,682,NA,NA,May 2014,HDD
Mercury ELECTRA 6G SSD,111.8 GB,2894,$110.99*,26.07,Dec 2013,SSD
MGTEC,336 GB,3169,NA,NA,Jul 2018,SSD
MGTEC SSD,447.1 GB,2231,NA,NA,Jun 2016,SSD
Micron 1100,238.5 GB,4048,$115.93*,34.92,Feb 2017,SSD
Micron 1100 1024GB,953.9 GB,3929,NA,NA,Aug 2017,SSD
Micron 1100 256GB,238.5 GB,3797,NA,NA,Jan 2017,SSD
Micron 1100 512GB,476.9 GB,4144,$169.40*,24.46,Dec 2016,SSD
Micron 1100 MTFDDAK1T0TBN,953.9 GB,3395,NA,NA,Apr 2017,SSD
Micron 1100 MTFDDAK256TB,238.5 GB,3503,NA,NA,Feb 2018,SSD
Micron 1100 MTFDDAK256TBN,238.5 GB,3986,NA,NA,Oct 2016,SSD
Micron 1100 MTFDDAK512TBN,476.9 GB,4338,NA,NA,Jan 2017,SSD
Micron 1100 MTFDDAV256TBN,238.5 GB,4222,NA,NA,Dec 2016,SSD
Micron C400 Real,238.5 GB,2384,NA,NA,Apr 2013,SSD
"Micron C400 RealSSD 2.5""",476.9 GB,2320,NA,NA,Apr 2013,SSD
"Micron C400 RealSSD 2.5"" 7mm 128GB",119.2 GB,1953,NA,NA,Jan 2014,SSD
"Micron C400 RealSSD 2.5"" 7mm 256GB",238.5 GB,2403,NA,NA,Apr 2013,SSD
"Micron C400 RealSSD 2.5"" 7mm 512GB",476.9 GB,2128,NA,NA,Feb 2013,SSD
Micron C400 RealSSD mSATA 128GB,119.2 GB,2228,NA,NA,Jun 2013,SSD
Micron C400 RealSSD mSATA 256GB,238.5 GB,2353,NA,NA,Mar 2013,SSD
Micron M500 120GB MTFDDAK120MAV,111.8 GB,2089,NA,NA,Mar 2015,SSD
Micron M500 240GB MTFDDAK240MAV,223.6 GB,2636,NA,NA,Sep 2014,SSD
Micron M500 480GB MTFDDAK480MAV,447.1 GB,3503,NA,NA,Jul 2013,SSD
Micron M500 960GB MTFDDAK960MAV,894.3 GB,3808,NA,NA,Jun 2015,SSD
Micron M500 mSATA 120GB MTFDDAT120MAV,111.8 GB,1961,NA,NA,Jul 2015,SSD
Micron M500DC 480GB MTFDDAK480MBB,447.1 GB,2734,NA,NA,Oct 2014,SSD
Micron M510 MTFDDAK256MAZ,238.5 GB,2801,NA,NA,Sep 2014,SSD
Micron M510 MTFDDAV128MAZ,119.2 GB,3019,NA,NA,Apr 2017,SSD
Micron M550 mSATA 512GB,476.9 GB,3846,NA,NA,Jan 2016,SSD
Micron M550 SSD 128GB,119.2 GB,3496,NA,NA,Oct 2014,SSD
Micron M550 SSD 256GB,238.5 GB,3687,NA,NA,Jun 2014,SSD
Micron M550 SSD 512GB,476.9 GB,3776,NA,NA,May 2014,SSD
Micron M550 SSD 64GB,59.6 GB,2235,NA,NA,May 2016,SSD
Micron M600 256GB,238.5 GB,4290,$297.77,14.41,Jun 2015,SSD
Micron M600 MTFD,953.9 GB,3529,NA,NA,Oct 2015,SSD
Micron M600 MTFDDAK128MB,119.2 GB,3304,NA,NA,Apr 2015,SSD
Micron M600 MTFDDAK128MBF,119.2 GB,3111,NA,NA,Nov 2015,SSD
Micron M600 MTFDDAK1T0MBF,953.9 GB,3384,$109.99,30.77,Aug 2016,SSD
Micron M600 MTFDDAK256MB,238.5 GB,3756,NA,NA,Nov 2014,SSD
Micron M600 MTFDDAK256MBF,238.5 GB,3609,NA,NA,Feb 2015,SSD
Micron M600 MTFDDAK512MBF,476.9 GB,3690,$64.99,56.78,May 2015,SSD
Micron M600 MTFDDAT128MBF,119.2 GB,2758,NA,NA,Oct 2015,SSD
Micron M600 MTFDDAT256MBF,238.5 GB,3681,NA,NA,May 2015,SSD
Micron M600 MTFDDAV128MBF,119.2 GB,3244,$197.77,16.40,Apr 2015,SSD
Micron M600 MTFDDAV256MBF,238.5 GB,3685,NA,NA,Feb 2015,SSD
Micron M600 MTFDDAV512MBF,476.9 GB,4165,NA,NA,Jun 2015,SSD
Micron M600 MTFDDAY128MBF,119.2 GB,3440,NA,NA,Nov 2016,SSD
Micron M600 MTFDDAY256MBF,238.5 GB,3859,NA,NA,Dec 2015,SSD
Micron M600 MTFDDAY512MBF,476.9 GB,4288,$497.77,8.61,Feb 2015,SSD
Micron MTFDDAK256TBN,238.5 GB,4302,NA,NA,Nov 2017,SSD
Micron_1100_MTFDDAK256TBN5,238.5 GB,4067,NA,NA,Oct 2017,SSD
Micron_1100_MTFDDAV512TBN,476.9 GB,4372,NA,NA,Nov 2016,SSD
"Micron_M 550_2.5""_7mm_256",238.5 GB,3852,NA,NA,May 2014,SSD
Micron_M 600_MSATA_512GB,476.9 GB,4638,NA,NA,Nov 2015,SSD
Micron_M500IT_MTFDDAK060MBD,55.9 GB,1693,NA,NA,Sep 2017,SSD
Micron_M510_2.5_7MM_128GB,119.2 GB,2335,NA,NA,Aug 2015,SSD
Micron_M510_2.5_7MM_256GB,238.5 GB,2942,NA,NA,Feb 2015,SSD
Micron_M510_MSATA_256GB,238.5 GB,3149,NA,NA,May 2015,SSD
MIRROR,223.6 GB,642,NA,NA,Jan 2013,HDD
MK0960GECQK,894.3 GB,3361,NA,NA,Jan 2017,SSD
Monster Daytona S37-0240-CET,223.6 GB,1585,NA,NA,Nov 2012,SSD
Monster Digital SSD 120G,111.8 GB,3204,NA,NA,Dec 2013,SSD
MQ01ACF050,465.8 GB,1042,$35.00*,29.77,Nov 2014,HDD
MRMAD4B128GC9M2C00,119.2 GB,3450,NA,NA,Feb 2013,SSD
MRSAD4B120GC225C00,111.8 GB,1999,NA,NA,Oct 2014,SSD
MRSAD4B240GZM25C00,223.6 GB,2615,NA,NA,Nov 2015,SSD
MRSAD4H120GZC25CEU,111.8 GB,3100,NA,NA,Apr 2013,SSD
MRSAJAD120GG325C00,111.8 GB,1670,NA,NA,Jan 2015,SSD
MRSAJAL240GZM25C00,223.6 GB,2834,NA,NA,Feb 2015,SSD
MS1PC5ED3ORA3.2T,2.9 TB,17942,NA,NA,Oct 2018,SSD
MSH-256,236 GB,2838,NA,NA,Aug 2017,SSD
MSI REFLEX RX-120,111.8 GB,2131,NA,NA,Aug 2013,SSD
MSI REFLEX RX-240,223.6 GB,1714,NA,NA,Oct 2014,SSD
MSS4F-M mSATA SSD 64GB,59.6 GB,2433,NA,NA,Oct 2016,SSD
MT-128,119.2 GB,2063,NA,NA,Jan 2017,SSD
